date,state,new_deaths_pneumonia_2019,new_deaths_pneumonia_2020,new_deaths_respiratory_failure_2019,new_deaths_respiratory_failure_2020,new_deaths_covid19,epidemiological_week_2019,epidemiological_week_2020,deaths_covid19,deaths_respiratory_failure_2019,deaths_respiratory_failure_2020,deaths_pneumonia_2019,deaths_pneumonia_2020
2020-03-03,RJ,59,62,33,51,0,10,10,0,2186,2228,3486,3660
2020-03-03,RN,11,13,3,7,0,10,10,0,284,293,490,462
2020-03-03,RO,3,5,3,2,0,10,10,0,137,141,156,167
2020-03-03,RR,0,0,1,0,0,10,10,0,19,42,54,62
2020-03-03,RS,32,24,25,23,0,10,10,0,1713,1761,2032,2066
2020-03-03,SC,11,15,22,5,0,10,10,0,864,777,987,984
2020-03-03,SE,6,4,5,4,0,10,10,0,261,251,270,292
2020-03-03,SP,158,172,108,110,0,10,10,0,7210,7115,11086,10906
2020-03-03,TO,2,3,0,0,0,10,10,0,78,132,85,152
2020-03-04,AC,0,0,0,0,0,10,10,0,65,61,135,133
2020-03-04,AL,7,5,7,4,0,10,10,0,352,376,372,360
2020-03-04,AM,0,3,2,1,0,10,10,0,145,145,270,273
2020-03-04,AP,1,2,0,1,0,10,10,0,43,60,70,51
2020-03-04,BA,14,16,21,18,0,10,10,0,1461,1336,1001,916
2020-03-04,CE,27,21,16,7,0,10,10,1,795,855,1127,1167
2020-03-04,DF,5,7,5,0,0,10,10,0,272,302,499,550
2020-03-04,ES,12,6,3,3,0,10,10,0,432,419,746,744
2020-03-04,GO,11,21,15,12,0,10,10,0,802,854,990,1039
2020-03-04,MA,3,7,3,5,0,10,10,0,346,351,338,294
2020-03-04,MG,43,47,47,46,0,10,10,0,2732,2778,3217,3277
2020-03-04,MS,6,13,8,5,0,10,10,0,357,383,519,511
2020-03-04,MT,5,3,2,2,0,10,10,0,134,102,124,144
2020-03-04,PA,6,3,7,4,0,10,10,0,308,400,342,329
2020-03-04,PB,17,13,16,9,0,10,10,0,652,625,698,724
2020-03-04,PE,27,25,23,21,0,10,10,0,1208,1301,1248,1355
2020-03-04,PI,4,6,7,6,0,10,10,0,500,393,366,314
2020-03-04,PR,21,27,18,22,0,10,10,0,1164,1136,1694,1788
2020-03-04,RJ,46,65,37,42,0,10,10,0,2223,2270,3532,3725
2020-03-04,RN,10,10,4,3,0,10,10,0,288,296,500,472
2020-03-04,RO,3,4,2,2,0,10,10,0,139,143,159,171
2020-03-04,RR,0,1,2,0,0,10,10,0,21,42,54,63
2020-03-04,RS,35,37,40,23,0,10,10,0,1753,1784,2067,2103
2020-03-04,SC,20,14,12,8,0,10,10,0,876,785,1007,998
2020-03-04,SE,1,8,3,5,0,10,10,0,264,256,271,300
2020-03-04,SP,166,178,109,125,0,10,10,0,7319,7240,11252,11084
2020-03-04,TO,0,3,2,4,0,10,10,0,80,136,85,155
2020-03-05,AC,0,3,0,3,0,10,10,0,65,64,135,136
2020-03-05,AL,4,2,7,5,0,10,10,0,359,381,376,362
2020-03-05,AM,1,4,2,2,0,10,10,0,147,147,271,277
2020-03-05,AP,3,1,0,1,0,10,10,0,43,61,73,52
2020-03-05,BA,9,19,21,21,0,10,10,0,1482,1357,1010,935
2020-03-05,CE,18,20,11,15,0,10,10,1,806,870,1145,1187
2020-03-05,DF,8,7,9,2,0,10,10,0,281,304,507,557
2020-03-05,ES,17,18,7,7,0,10,10,0,439,426,763,762
2020-03-05,GO,16,18,7,15,0,10,10,0,809,869,1006,1057
2020-03-05,MA,6,9,8,7,0,10,10,0,354,358,344,303
2020-03-05,MG,59,65,45,55,0,10,10,0,2777,2833,3276,3342
2020-03-05,MS,7,10,0,5,0,10,10,0,357,388,526,521
2020-03-05,MT,2,0,2,2,0,10,10,0,136,104,126,144
2020-03-05,PA,7,5,4,3,0,10,10,0,312,403,349,334
2020-03-05,PB,17,8,15,12,0,10,10,0,667,637,715,732
2020-03-05,PE,19,18,22,25,0,10,10,0,1230,1326,1267,1373
2020-03-05,PI,5,5,11,6,0,10,10,0,511,399,371,319
2020-03-05,PR,34,33,14,20,0,10,10,0,1178,1156,1728,1821
2020-03-05,RJ,65,64,48,30,0,10,10,0,2271,2300,3597,3789
2020-03-05,RN,8,3,4,6,0,10,10,0,292,302,508,475
2020-03-05,RO,3,4,1,5,0,10,10,0,140,148,162,175
2020-03-05,RR,1,2,1,0,0,10,10,0,22,42,55,65
2020-03-05,RS,34,43,24,34,0,10,10,0,1777,1818,2101,2146
2020-03-05,SC,19,21,16,14,0,10,10,0,892,799,1026,1019
2020-03-05,SE,2,7,1,3,0,10,10,0,265,259,273,307
2020-03-05,SP,158,177,116,114,0,10,10,0,7435,7354,11410,11261
2020-03-05,TO,1,1,0,1,0,10,10,0,80,137,86,156
2020-03-06,AC,2,2,1,2,0,10,10,0,66,66,137,138
2020-03-06,AL,9,6,6,6,0,10,10,0,365,387,385,368
2020-03-06,AM,6,5,2,0,0,10,10,0,149,147,277,282
2020-03-06,AP,1,0,1,0,0,10,10,0,44,61,74,52
2020-03-06,BA,8,14,29,17,0,10,10,0,1511,1374,1018,949
2020-03-06,CE,22,15,11,19,0,10,10,1,817,889,1167,1202
2020-03-06,DF,8,9,4,6,0,10,10,0,285,310,515,566
2020-03-06,ES,18,7,8,7,0,10,10,0,447,433,781,769
2020-03-06,GO,10,8,10,15,0,10,10,0,819,884,1016,1065
2020-03-06,MA,4,12,7,4,0,10,10,0,361,362,348,315
2020-03-06,MG,38,42,32,53,0,10,10,0,2809,2886,3314,3384
2020-03-06,MS,6,8,5,8,0,10,10,0,362,396,532,529
2020-03-06,MT,1,4,0,3,0,10,10,0,136,107,127,148
2020-03-06,PA,6,6,6,5,0,10,10,0,318,408,355,340
2020-03-06,PB,12,10,11,5,0,10,10,0,678,642,727,742
2020-03-06,PE,14,18,15,22,0,10,10,0,1245,1348,1281,1391
2020-03-06,PI,5,8,8,6,0,10,10,0,519,405,376,327
2020-03-06,PR,20,18,18,17,0,10,10,0,1196,1173,1748,1839
2020-03-06,RJ,52,51,37,44,0,10,10,0,2308,2344,3649,3840
2020-03-06,RN,9,5,6,2,0,10,10,0,298,304,517,480
2020-03-06,RO,1,1,1,2,0,10,10,0,141,150,163,176
2020-03-06,RR,2,2,4,2,0,10,10,0,26,44,57,67
2020-03-06,RS,36,31,23,33,0,10,10,0,1800,1851,2137,2177
2020-03-06,SC,21,19,10,18,0,10,10,0,902,817,1047,1038
2020-03-06,SE,6,8,4,3,0,10,10,0,269,262,279,315
2020-03-06,SP,179,169,122,110,0,10,10,0,7557,7464,11589,11430
2020-03-06,TO,2,4,1,0,0,10,10,0,81,137,88,160
2020-03-07,AC,2,3,1,2,0,10,10,0,67,68,139,141
2020-03-07,AL,7,6,4,5,0,10,10,0,369,392,392,374
2020-03-07,AM,6,0,3,4,0,10,10,0,152,151,283,282
2020-03-07,AP,0,1,0,0,0,10,10,0,44,61,74,53
2020-03-07,BA,20,13,26,18,0,10,10,0,1537,1392,1038,962
2020-03-07,CE,24,31,12,19,0,10,10,1,829,908,1191,1233
2020-03-07,DF,10,7,1,3,0,10,10,0,286,313,525,573
2020-03-07,ES,18,15,8,8,0,10,10,0,455,441,799,784
2020-03-07,GO,13,19,11,17,0,10,10,0,830,901,1029,1084
2020-03-07,MA,4,2,3,4,0,10,10,0,364,366,352,317
2020-03-07,MG,52,52,51,55,0,10,10,0,2860,2941,3366,3436
2020-03-07,MS,4,9,2,5,0,10,10,0,364,401,536,538
2020-03-07,MT,3,4,3,0,0,10,10,0,139,107,130,152
2020-03-07,PA,2,3,5,8,0,10,10,0,323,416,357,343
2020-03-07,PB,14,9,17,13,0,10,10,0,695,655,741,751
2020-03-07,PE,18,30,20,22,0,10,10,0,1265,1370,1299,1421
2020-03-07,PI,5,5,7,6,0,10,10,0,526,411,381,332
2020-03-07,PR,33,32,16,16,0,10,10,0,1212,1189,1781,1871
2020-03-07,RJ,60,61,42,36,0,10,10,0,2350,2380,3709,3901
2020-03-07,RN,8,9,3,2,0,10,10,0,301,306,525,489
2020-03-07,RO,3,2,2,1,0,10,10,0,143,151,166,178
2020-03-07,RR,0,0,0,0,0,10,10,0,26,44,57,67
2020-03-07,RS,26,23,27,27,0,10,10,0,1827,1878,2163,2200
2020-03-07,SC,16,16,11,13,0,10,10,0,913,830,1063,1054
2020-03-07,SE,4,6,2,7,0,10,10,0,271,269,283,321
2020-03-07,SP,203,165,129,123,0,10,10,0,7686,7587,11792,11595
2020-03-07,TO,2,1,1,0,0,10,10,0,82,137,90,161
2020-03-08,AC,2,4,2,5,0,10,11,0,69,73,141,145
2020-03-08,AL,3,11,2,7,0,10,11,0,371,399,395,385
2020-03-08,AM,6,3,1,1,0,10,11,0,153,152,289,285
2020-03-08,AP,1,0,0,0,0,10,11,0,44,61,75,53
2020-03-08,BA,16,18,23,17,0,10,11,0,1560,1409,1054,980
2020-03-08,CE,25,18,23,11,0,10,11,1,852,919,1216,1251
2020-03-08,DF,5,3,6,3,0,10,11,0,292,316,530,576
2020-03-08,ES,10,11,6,8,0,10,11,0,461,449,809,795
2020-03-08,GO,11,20,14,20,0,10,11,0,844,921,1040,1104
2020-03-08,MA,8,7,5,5,0,10,11,0,369,371,360,324
2020-03-08,MG,62,62,47,47,0,10,11,0,2907,2988,3428,3498
2020-03-08,MS,5,10,5,6,0,10,11,0,369,407,541,548
2020-03-08,MT,2,3,2,4,0,10,11,0,141,111,132,155
2020-03-08,PA,8,5,9,7,0,10,11,0,332,423,365,348
2020-03-08,PB,12,10,12,10,0,10,11,0,707,665,753,761
2020-03-08,PE,20,37,21,21,0,10,11,0,1286,1391,1319,1458
2020-03-08,PI,11,7,12,6,0,10,11,0,538,417,392,339
2020-03-08,PR,26,31,24,15,0,10,11,0,1236,1204,1807,1902
2020-03-08,RJ,51,65,43,37,0,10,11,0,2393,2417,3760,3966
2020-03-08,RN,12,8,2,2,0,10,11,0,303,308,537,497
2020-03-08,RO,3,4,0,0,0,10,11,0,143,151,169,182
2020-03-08,RR,1,2,0,0,0,10,11,0,26,44,58,69
2020-03-08,RS,42,37,30,23,0,10,11,0,1857,1901,2205,2237
2020-03-08,SC,15,20,13,15,0,10,11,0,926,845,1078,1074
2020-03-08,SE,2,4,4,5,0,10,11,0,275,274,285,325
2020-03-08,SP,178,178,121,107,0,10,11,0,7807,7694,11970,11773
2020-03-08,TO,0,2,0,2,0,10,11,0,82,139,90,163
2020-03-09,AC,1,3,3,0,0,10,11,0,72,73,142,148
2020-03-09,AL,6,8,5,10,0,10,11,0,376,409,401,393
2020-03-09,AM,1,3,2,2,0,10,11,0,155,154,290,288
2020-03-09,AP,2,0,0,0,0,10,11,0,44,61,77,53
2020-03-09,BA,9,20,11,17,0,10,11,0,1571,1426,1063,1000
2020-03-09,CE,24,35,11,20,0,10,11,1,863,939,1240,1286
2020-03-09,DF,1,7,2,4,0,10,11,0,294,320,531,583
2020-03-09,ES,15,20,3,7,0,10,11,0,464,456,824,815
2020-03-09,GO,12,23,13,20,0,10,11,0,857,941,1052,1127
2020-03-09,MA,5,10,2,8,0,10,11,0,371,379,365,334
2020-03-09,MG,50,49,51,55,0,10,11,0,2958,3043,3478,3547
2020-03-09,MS,11,13,4,5,0,10,11,0,373,412,552,561
2020-03-09,MT,3,1,4,2,0,10,11,0,145,113,135,156
2020-03-09,PA,1,3,3,2,0,10,11,0,335,425,366,351
2020-03-09,PB,17,14,16,8,0,10,11,0,723,673,770,775
2020-03-09,PE,11,36,15,26,0,10,11,0,1301,1417,1330,1494
2020-03-09,PI,5,5,10,3,0,10,11,0,548,420,397,344
2020-03-09,PR,23,21,18,17,0,10,11,0,1254,1221,1830,1923
2020-03-09,RJ,52,65,39,46,0,10,11,0,2432,2463,3812,4031
2020-03-09,RN,14,10,4,4,0,10,11,0,307,312,551,507
2020-03-09,RO,1,1,4,2,0,10,11,0,147,153,170,183
2020-03-09,RR,1,0,0,1,0,10,11,0,26,45,59,69
2020-03-09,RS,31,26,27,25,0,10,11,0,1884,1926,2236,2263
2020-03-09,SC,22,8,18,7,0,10,11,0,944,852,1100,1082
2020-03-09,SE,8,6,6,8,0,10,11,0,281,282,293,331
2020-03-09,SP,179,190,126,142,0,10,11,0,7933,7836,12149,11963
2020-03-09,TO,1,2,1,4,0,10,11,0,83,143,91,165
2020-03-10,AC,3,3,0,2,0,11,11,0,72,75,145,151
2020-03-10,AL,4,5,5,9,0,11,11,0,381,418,405,398
2020-03-10,AM,6,5,0,2,0,11,11,0,155,156,296,293
2020-03-10,AP,3,0,1,0,0,11,11,0,45,61,80,53
2020-03-10,BA,11,14,16,19,0,11,11,0,1587,1445,1074,1014
2020-03-10,CE,20,26,13,15,0,11,11,1,876,954,1260,1312
2020-03-10,DF,8,8,5,7,0,11,11,0,299,327,539,591
2020-03-10,ES,13,15,6,7,0,11,11,0,470,463,837,830
2020-03-10,GO,23,12,13,10,0,11,11,0,870,951,1075,1139
2020-03-10,MA,4,8,3,9,0,11,11,0,374,388,369,342
2020-03-10,MG,49,51,42,39,0,11,11,0,3000,3082,3527,3598
2020-03-10,MS,10,13,3,8,0,11,11,0,376,420,562,574
2020-03-10,MT,1,6,2,2,0,11,11,0,147,115,136,162
2020-03-10,PA,5,9,4,9,0,11,11,0,339,434,371,360
2020-03-10,PB,10,12,8,5,0,11,11,0,731,678,780,787
2020-03-10,PE,24,20,23,18,0,11,11,0,1324,1435,1354,1514
2020-03-10,PI,6,3,14,8,0,11,11,0,562,428,403,347
2020-03-10,PR,29,26,23,16,0,11,11,0,1277,1237,1859,1949
2020-03-10,RJ,56,53,33,29,0,11,11,0,2465,2492,3868,4084
2020-03-10,RN,8,9,3,5,0,11,11,0,310,317,559,516
2020-03-10,RO,3,1,1,1,0,11,11,0,148,154,173,184
2020-03-10,RR,3,0,2,0,0,11,11,0,28,45,62,69
2020-03-10,RS,42,42,37,34,0,11,11,0,1921,1960,2278,2305
2020-03-10,SC,13,13,11,11,0,11,11,0,955,863,1113,1095
2020-03-10,SE,6,3,2,3,0,11,11,0,283,285,299,334
2020-03-10,SP,164,192,126,144,0,11,11,0,8059,7980,12313,12155
2020-03-10,TO,0,1,0,0,0,11,11,0,83,143,91,166
2020-03-11,AC,3,2,2,1,0,11,11,0,74,76,148,153
2020-03-11,AL,6,2,7,7,0,11,11,0,388,425,411,400
2020-03-11,AM,4,3,0,3,0,11,11,0,155,159,300,296
2020-03-11,AP,0,0,0,0,0,11,11,0,45,61,80,53
2020-03-11,BA,14,16,26,23,0,11,11,0,1613,1468,1088,1030
2020-03-11,CE,14,27,15,11,0,11,11,1,891,965,1274,1339
2020-03-11,DF,6,5,5,9,0,11,11,0,304,336,545,596
2020-03-11,ES,16,15,9,5,0,11,11,0,479,468,853,845
2020-03-11,GO,12,26,10,19,0,11,11,0,880,970,1087,1165
2020-03-11,MA,8,5,6,6,0,11,11,0,380,394,377,347
2020-03-11,MG,52,57,47,41,0,11,11,0,3047,3123,3579,3655
2020-03-11,MS,11,5,6,5,0,11,11,0,382,425,573,579
2020-03-11,MT,1,2,3,1,0,11,11,0,150,116,137,164
2020-03-11,PA,5,6,6,5,0,11,11,0,345,439,376,366
2020-03-11,PB,14,8,14,12,0,11,11,0,745,690,794,795
2020-03-11,PE,27,24,22,20,0,11,11,0,1346,1455,1381,1538
2020-03-11,PI,8,5,15,4,0,11,11,0,577,432,411,352
2020-03-11,PR,24,27,25,18,0,11,11,0,1302,1255,1883,1976
2020-03-11,RJ,65,58,34,41,0,11,11,0,2499,2533,3933,4142
2020-03-11,RN,8,12,3,4,0,11,11,0,313,321,567,528
2020-03-11,RO,4,1,0,2,0,11,11,0,148,156,177,185
2020-03-11,RR,0,1,0,2,0,11,11,0,28,47,62,70
2020-03-11,RS,33,47,31,36,0,11,11,0,1952,1996,2311,2352
2020-03-11,SC,21,25,15,11,0,11,11,0,970,874,1134,1120
2020-03-11,SE,5,6,3,7,0,11,11,0,286,292,304,340
2020-03-11,SP,162,181,114,112,0,11,11,0,8173,8092,12475,12336
2020-03-11,TO,1,2,1,3,0,11,11,0,84,146,92,168
2020-03-12,AC,3,4,2,0,0,11,11,0,76,76,151,157
2020-03-12,AL,6,4,8,7,0,11,11,0,396,432,417,404
2020-03-12,AM,4,3,1,3,0,11,11,0,156,162,304,299
2020-03-12,AP,0,0,0,0,0,11,11,0,45,61,80,53
2020-03-12,BA,13,11,23,15,0,11,11,0,1636,1483,1101,1041
2020-03-12,CE,17,23,20,11,0,11,11,1,911,976,1291,1362
2020-03-12,DF,13,11,4,8,0,11,11,0,308,344,558,607
2020-03-12,ES,11,10,7,0,0,11,11,0,486,468,864,855
2020-03-12,GO,20,19,13,16,0,11,11,0,893,986,1107,1184
2020-03-12,MA,7,7,6,10,0,11,11,0,386,404,384,354
2020-03-12,MG,53,61,60,68,0,11,11,0,3107,3191,3632,3716
2020-03-12,MS,7,6,6,2,0,11,11,0,388,427,580,585
2020-03-12,MT,2,3,3,2,0,11,11,0,153,118,139,167
2020-03-12,PA,4,9,8,8,0,11,11,0,353,447,380,375
2020-03-12,PB,10,6,7,8,0,11,11,0,752,698,804,801
2020-03-12,PE,21,24,17,24,0,11,11,0,1363,1479,1402,1562
2020-03-12,PI,9,5,15,4,0,11,11,0,592,436,420,357
2020-03-12,PR,36,33,27,19,0,11,11,0,1329,1274,1919,2009
2020-03-12,RJ,59,50,28,33,0,11,11,0,2527,2566,3992,4192
2020-03-12,RN,7,10,3,6,0,11,11,0,316,327,574,538
2020-03-12,RO,5,7,1,7,0,11,11,0,149,163,182,192
2020-03-12,RR,0,1,0,0,0,11,11,0,28,47,62,71
2020-03-12,RS,33,40,28,28,0,11,11,0,1980,2024,2344,2392
2020-03-12,SC,24,17,19,14,0,11,11,0,989,888,1158,1137
2020-03-12,SE,6,7,5,8,0,11,11,0,291,300,310,347
2020-03-12,SP,200,199,149,148,0,11,11,0,8322,8240,12675,12535
2020-03-12,TO,1,2,0,1,0,11,11,0,84,147,93,170
2020-03-13,AC,3,5,2,1,0,11,11,0,78,77,154,162
2020-03-13,AL,5,4,11,3,0,11,11,0,407,435,422,408
2020-03-13,AM,7,6,3,0,0,11,11,0,159,162,311,305
2020-03-13,AP,1,0,1,0,0,11,11,0,46,61,81,53
2020-03-13,BA,16,9,20,16,0,11,11,0,1656,1499,1117,1050
2020-03-13,CE,17,19,17,12,0,11,11,1,928,988,1308,1381
2020-03-13,DF,10,10,4,5,0,11,11,0,312,349,568,617
2020-03-13,ES,11,13,6,5,0,11,11,0,492,473,875,868
2020-03-13,GO,22,19,14,13,0,11,11,0,907,999,1129,1203
2020-03-13,MA,4,8,7,8,0,11,11,0,393,412,388,362
2020-03-13,MG,50,65,42,37,0,11,11,0,3149,3228,3682,3781
2020-03-13,MS,6,10,6,9,0,11,11,0,394,436,586,595
2020-03-13,MT,1,1,5,1,0,11,11,0,158,119,140,168
2020-03-13,PA,5,7,9,4,0,11,11,0,362,451,385,382
2020-03-13,PB,15,6,10,7,0,11,11,0,762,705,819,807
2020-03-13,PE,10,24,16,17,0,11,11,0,1379,1496,1412,1586
2020-03-13,PI,3,3,3,4,0,11,11,0,595,440,423,360
2020-03-13,PR,27,37,19,28,0,11,11,0,1348,1302,1946,2046
2020-03-13,RJ,50,57,39,38,0,11,11,0,2566,2604,4042,4249
2020-03-13,RN,4,11,5,7,0,11,11,0,321,334,578,549
2020-03-13,RO,2,8,3,3,0,11,11,0,152,166,184,200
2020-03-13,RR,1,0,1,0,0,11,11,0,29,47,63,71
2020-03-13,RS,40,41,32,30,0,11,11,0,2012,2054,2384,2433
2020-03-13,SC,17,20,8,11,0,11,11,0,997,899,1175,1157
2020-03-13,SE,3,6,5,3,0,11,11,0,296,303,313,353
2020-03-13,SP,187,218,148,120,0,11,11,0,8470,8360,12862,12753
2020-03-13,TO,2,7,1,3,0,11,11,0,85,150,95,177
2020-03-14,AC,4,1,1,2,0,11,11,0,79,79,158,163
2020-03-14,AL,6,5,1,4,0,11,11,0,408,439,428,413
2020-03-14,AM,10,5,4,0,0,11,11,0,163,162,321,310
2020-03-14,AP,0,0,1,0,0,11,11,0,47,61,81,53
2020-03-14,BA,10,24,18,21,0,11,11,0,1674,1520,1127,1074
2020-03-14,CE,21,24,12,20,0,11,11,1,940,1008,1329,1405
2020-03-14,DF,4,4,3,8,0,11,11,0,315,357,572,621
2020-03-14,ES,10,18,7,9,0,11,11,0,499,482,885,886
2020-03-14,GO,17,16,9,14,0,11,11,0,916,1013,1146,1219
2020-03-14,MA,4,4,7,9,0,11,11,0,400,421,392,366
2020-03-14,MG,41,57,46,48,0,11,11,0,3195,3276,3723,3838
2020-03-14,MS,8,10,3,8,0,11,11,0,397,444,594,605
2020-03-14,MT,2,2,0,2,0,11,11,0,158,121,142,170
2020-03-14,PA,10,6,9,6,0,11,11,0,371,457,395,388
2020-03-14,PB,13,9,17,10,0,11,11,0,779,715,832,816
2020-03-14,PE,24,22,27,20,0,11,11,0,1406,1516,1436,1608
2020-03-14,PI,4,4,10,4,0,11,11,0,605,444,427,364
2020-03-14,PR,31,43,18,27,0,11,11,0,1366,1329,1977,2089
2020-03-14,RJ,52,69,36,46,0,11,11,0,2602,2650,4094,4318
2020-03-14,RN,8,11,3,3,0,11,11,0,324,337,586,560
2020-03-14,RO,1,1,1,4,0,11,11,0,153,170,185,201
2020-03-14,RR,0,1,0,0,0,11,11,0,29,47,63,72
2020-03-14,RS,29,33,30,29,0,11,11,0,2042,2083,2413,2466
2020-03-14,SC,14,12,11,12,0,11,11,0,1008,911,1189,1169
2020-03-14,SE,2,3,3,4,0,11,11,0,299,307,315,356
2020-03-14,SP,180,231,114,126,0,11,11,0,8584,8486,13042,12984
2020-03-14,TO,1,3,1,2,0,11,11,0,86,152,96,180
2020-03-15,AC,5,2,1,1,0,11,12,0,80,80,163,165
2020-03-15,AL,7,3,1,4,0,11,12,0,409,443,435,416
2020-03-15,AM,1,8,1,0,0,11,12,0,164,162,322,318
2020-03-15,AP,1,0,3,0,0,11,12,0,50,61,82,53
2020-03-15,BA,16,14,27,15,0,11,12,0,1701,1535,1143,1088
2020-03-15,CE,15,22,13,11,0,11,12,1,953,1019,1344,1427
2020-03-15,DF,9,17,4,3,0,11,12,0,319,360,581,638
2020-03-15,ES,15,10,8,10,0,11,12,0,507,492,900,896
2020-03-15,GO,16,17,18,15,0,11,12,0,934,1028,1162,1236
2020-03-15,MA,5,9,5,6,0,11,12,0,405,427,397,375
2020-03-15,MG,64,67,52,61,0,11,12,0,3247,3337,3787,3905
2020-03-15,MS,5,16,5,14,0,11,12,0,402,458,599,621
2020-03-15,MT,4,5,3,4,0,11,12,0,161,125,146,175
2020-03-15,PA,4,4,8,2,0,11,12,0,379,459,399,392
2020-03-15,PB,14,12,7,9,0,11,12,0,786,724,846,828
2020-03-15,PE,25,26,26,17,0,11,12,0,1432,1533,1461,1634
2020-03-15,PI,10,4,14,6,0,11,12,0,619,450,437,368
2020-03-15,PR,32,43,23,25,0,11,12,0,1389,1354,2009,2132
2020-03-15,RJ,44,72,31,50,0,11,12,0,2633,2700,4138,4390
2020-03-15,RN,9,9,4,8,0,11,12,0,328,345,595,569
2020-03-15,RO,1,5,3,2,0,11,12,0,156,172,186,206
2020-03-15,RR,1,3,1,1,0,11,12,0,30,48,64,75
2020-03-15,RS,30,38,32,30,0,11,12,0,2074,2113,2443,2504
2020-03-15,SC,19,21,17,9,0,11,12,0,1025,920,1208,1190
2020-03-15,SE,2,4,2,2,0,11,12,0,301,309,317,360
2020-03-15,SP,208,233,126,147,0,11,12,0,8710,8633,13250,13217
2020-03-15,TO,2,1,0,1,0,11,12,0,86,153,98,181
2020-03-16,AC,6,1,5,1,0,11,12,0,85,81,169,166
2020-03-16,AL,6,1,6,3,0,11,12,0,415,446,441,417
2020-03-16,AM,0,4,0,3,0,11,12,0,164,165,322,322
2020-03-16,AP,2,1,2,0,0,11,12,0,52,61,84,54
2020-03-16,BA,12,16,26,12,0,11,12,0,1727,1547,1155,1104
2020-03-16,CE,23,22,17,27,1,11,12,2,970,1046,1367,1449
2020-03-16,DF,5,10,4,11,0,11,12,0,323,371,586,648
2020-03-16,ES,13,18,3,10,0,11,12,0,510,502,913,914
2020-03-16,GO,24,18,19,13,0,11,12,0,953,1041,1186,1254
2020-03-16,MA,3,7,6,11,0,11,12,0,411,438,400,382
2020-03-16,MG,66,62,39,41,0,11,12,0,3286,3378,3853,3967
2020-03-16,MS,7,9,4,4,0,11,12,0,406,462,606,630
2020-03-16,MT,5,3,2,4,0,11,12,0,163,129,151,178
2020-03-16,PA,9,7,5,5,0,11,12,0,384,464,408,399
2020-03-16,PB,21,11,11,10,0,11,12,0,797,734,867,839
2020-03-16,PE,20,18,16,23,0,11,12,0,1448,1556,1481,1652
2020-03-16,PI,4,2,9,4,0,11,12,0,628,454,441,370
2020-03-16,PR,34,38,19,13,0,11,12,0,1408,1367,2043,2170
2020-03-16,RJ,51,69,38,45,0,11,12,0,2671,2745,4189,4459
2020-03-16,RN,8,13,5,2,0,11,12,0,333,347,603,582
2020-03-16,RO,2,0,5,6,0,11,12,0,161,178,188,206
2020-03-16,RR,1,0,2,0,0,11,12,0,32,48,65,75
2020-03-16,RS,34,44,28,30,0,11,12,0,2102,2143,2477,2548
2020-03-16,SC,18,23,17,10,0,11,12,0,1042,930,1226,1213
2020-03-16,SE,6,6,5,7,0,11,12,0,306,316,323,366
2020-03-16,SP,186,223,132,134,5,11,12,5,8842,8767,13436,13440
2020-03-16,TO,1,1,1,0,0,11,12,0,87,153,99,182
2020-03-17,AC,3,1,2,0,0,12,12,0,87,81,172,167
2020-03-17,AL,5,4,2,3,0,12,12,0,417,449,446,421
2020-03-17,AM,2,1,2,5,0,12,12,0,166,170,324,323
2020-03-17,AP,1,0,2,0,0,12,12,0,54,61,85,54
2020-03-17,BA,10,5,17,12,0,12,12,0,1744,1559,1165,1109
2020-03-17,CE,29,24,16,12,0,12,12,2,986,1058,1396,1473
2020-03-17,DF,10,5,5,5,0,12,12,0,328,376,596,653
2020-03-17,ES,12,15,4,7,0,12,12,0,514,509,925,929
2020-03-17,GO,17,23,16,17,0,12,12,0,969,1058,1203,1277
2020-03-17,MA,8,7,6,5,0,12,12,0,417,443,408,389
2020-03-17,MG,70,50,45,40,0,12,12,0,3331,3418,3923,4017
2020-03-17,MS,13,10,8,3,0,12,12,0,414,465,619,640
2020-03-17,MT,6,4,4,1,0,12,12,0,167,130,157,182
2020-03-17,PA,6,5,12,5,0,12,12,0,396,469,414,404
2020-03-17,PB,7,10,8,15,0,12,12,0,805,749,874,849
2020-03-17,PE,24,19,20,20,0,12,12,0,1468,1576,1505,1671
2020-03-17,PI,6,6,5,5,0,12,12,0,633,459,447,376
2020-03-17,PR,28,31,28,25,0,12,12,0,1436,1392,2071,2201
2020-03-17,RJ,55,66,34,50,0,12,12,0,2705,2795,4244,4525
2020-03-17,RN,4,11,5,4,0,12,12,0,338,351,607,593
2020-03-17,RO,1,8,3,5,0,12,12,0,164,183,189,214
2020-03-17,RR,1,4,1,0,0,12,12,0,33,48,66,79
2020-03-17,RS,31,25,32,23,0,12,12,0,2134,2166,2508,2573
2020-03-17,SC,16,25,15,21,0,12,12,0,1057,951,1242,1238
2020-03-17,SE,4,4,5,6,0,12,12,0,311,322,327,370
2020-03-17,SP,169,228,127,157,2,12,12,7,8969,8924,13605,13668
2020-03-17,TO,0,2,1,1,0,12,12,0,88,154,99,184
2020-03-18,AC,4,4,4,0,0,12,12,0,91,81,176,171
2020-03-18,AL,3,8,3,4,0,12,12,0,420,453,449,429
2020-03-18,AM,5,4,4,1,0,12,12,0,170,171,329,327
2020-03-18,AP,1,0,1,1,0,12,12,0,55,62,86,54
